event_id,storm_type,censored,eligible,basin_mm,lower_ratio,upper_ratio,duration_h,antecedent_168h_mm,basin_pct_gt_10mm,pre_stage_m,departure_m,days_lost,lag_h,raw_stage_rise_m,response_quality
4,upper_lake_chain_concentrated,False,True,1.952859654092426,0.6433245128726464,1.0110260499381822,12.0,21.91926277396547,0.0,3.01,0.0437288021147654,0.8231220868399143,78.0,0.0015,peak_observed_recovery_not_observed
5,widespread_basin,False,True,26.846894577404903,1.1049891548057453,0.8684102567270844,48.0,5.438034463943035,100.0,2.723,0.0706370840265866,1.358822694647254,21.0,0.0464999999999999,peak_observed_recovery_not_observed
