event_id,censored,basin_mm,lower_mm,duration_h,lower_ratio,spread_ratio,departure_m,days_lost,lag_h,actual_rise_m
3,False,1.952859654092426,1.2563224856776545,12.0,0.6433245128726464,0.48156333134610607,0.07935027243758697,1.3080178753842329,121.0,0.0015000000000000568
4,False,26.846894577404903,29.66552734824559,48.0,1.1049891548057453,0.5805335268111225,0.14551923076923368,2.5062930577636684,105.0,0.046499999999999986
5,False,14.33573615869939,13.069725591404294,36.0,0.9116884858035812,0.26740507538671415,0.2680384615384641,4.3281413027276745,100.0,0.08250000000000002
6,False,35.81349108771271,47.16703280537263,84.0,1.3170185696181742,0.6392805883747459,0.17065230769230766,4.6229890806035625,4.0,0.16449999999999987
7,False,15.231978048682642,12.402485427601158,30.0,0.8142399751340111,0.4785052973591942,0.15029692307692422,2.641922224025083,44.0,0.08050000000000024
8,False,6.200469734629765,11.521164152109735,30.0,1.8581115052886672,0.1789174386424775,0.06732307692307682,1.9872842870117988,2.0,0.06449999999999978
