station,period_end_utc,period_hours,precip_mm,n_6h_periods,mean_cfia,area_km2
05EA002,2026-07-29T12:00:00+00:00,24,5.197526134821526,4,0.8970707086713995,2590.88335366
05EA005,2026-07-29T12:00:00+00:00,24,4.7644819805659635,4,0.893283566374663,1889.49091781
05EA010,2026-07-29T12:00:00+00:00,24,3.104229847937475,4,0.8833747632575757,121.243196585
05EA011,2026-07-29T12:00:00+00:00,24,6.847591023666555,4,0.8954380580357145,97.0690958164
05EA012,2026-07-29T12:00:00+00:00,24,6.890080624526191,4,0.9088637408088235,287.073915676
