date_utc,stage_m,discharge_m3s,stage_change_6h_m,stage_change_24h_m,q_change_6h_m3s,q_change_24h_m3s,stage_rate_m_per_day,q_rate_m3s_per_day,limb,season,year,rain_24h_mm,rain_24h_coverage,rain_24h_max6h_mm,rain_72h_mm,rain_72h_coverage,rain_72h_max6h_mm,rain_168h_mm,rain_168h_coverage,rain_168h_max6h_mm,complete_168h_coverage
2025-04-17 17:00:00+00:00,0.9395,3.73,-0.014999999999999902,-0.04049999999999998,-0.14500000000000002,-0.4200000000000004,-0.05999999999999961,-0.5800000000000001,falling,spring,2025,0.0918035748847094,1.0,0.0841011941610347,0.09309702735654775,1.0,0.0841011941610347,0.14032916895840075,1.0,0.0841011941610347,True
2025-04-17 18:00:00+00:00,0.937,3.71,-0.01649999999999996,-0.03199999999999992,-0.15500000000000025,-0.33000000000000007,-0.06599999999999984,-0.620000000000001,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-17 19:00:00+00:00,0.936,3.7,-0.016999999999999904,-0.041999999999999926,-0.1599999999999997,-0.41999999999999993,-0.06799999999999962,-0.6399999999999988,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-17 20:00:00+00:00,0.937,3.7,-0.013999999999999901,-0.04049999999999998,-0.13999999999999968,-0.41500000000000004,-0.055999999999999606,-0.5599999999999987,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-17 21:00:00+00:00,0.937,3.7,-0.010499999999999954,-0.03649999999999998,-0.10499999999999954,-0.375,-0.041999999999999815,-0.41999999999999815,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-17 22:00:00+00:00,0.939,3.72,-0.0045000000000000595,-0.025000000000000022,-0.044999999999999485,-0.27,-0.018000000000000238,-0.17999999999999794,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 01:00:00+00:00,0.934,3.67,-0.0020000000000000018,-0.020999999999999908,-0.03000000000000025,-0.22999999999999998,-0.008000000000000007,-0.120000000000001,approximately_flat,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 02:00:00+00:00,0.934,3.67,-0.0030000000000000027,-0.020999999999999908,-0.03000000000000025,-0.22999999999999998,-0.01200000000000001,-0.120000000000001,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 03:00:00+00:00,0.932,3.65,-0.0050000000000000044,-0.022499999999999853,-0.050000000000000266,-0.2450000000000001,-0.020000000000000018,-0.20000000000000107,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 04:00:00+00:00,0.932,3.645,-0.006999999999999895,-0.02199999999999991,-0.07500000000000018,-0.23499999999999988,-0.02799999999999958,-0.3000000000000007,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 05:00:00+00:00,0.932,3.64,-0.006999999999999895,-0.020999999999999908,-0.08000000000000007,-0.22999999999999998,-0.02799999999999958,-0.3200000000000003,falling,spring,2025,0.0955321462187427,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-18 06:00:00+00:00,0.933,3.65,-0.0040000000000000036,-0.018999999999999906,-0.050000000000000266,-0.20999999999999996,-0.016000000000000014,-0.20000000000000107,falling,spring,2025,0.087829765495068,1.0,0.0841011941610347,0.09682559869058105,1.0,0.0841011941610347,0.14405774029243404,1.0,0.0841011941610347,True
2025-04-24 23:00:00+00:00,0.849,2.69,-0.0040000000000000036,-0.03049999999999997,-0.04500000000000037,-0.28500000000000014,-0.016000000000000014,-0.1800000000000015,falling,spring,2025,0.0892999970902954,1.0,0.0886440447398594,2.693401095399167,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 00:00:00+00:00,0.848,2.69,-0.0045000000000000595,-0.02949999999999997,-0.040000000000000036,-0.2650000000000001,-0.018000000000000238,-0.16000000000000014,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 01:00:00+00:00,0.846,2.67,-0.0050000000000000044,-0.024500000000000077,-0.050000000000000266,-0.2250000000000001,-0.020000000000000018,-0.20000000000000107,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 02:00:00+00:00,0.845,2.66,-0.008000000000000007,-0.02100000000000002,-0.06999999999999984,-0.19999999999999973,-0.03200000000000003,-0.27999999999999936,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 03:00:00+00:00,0.843,2.64,-0.009000000000000008,-0.020000000000000018,-0.08000000000000007,-0.18999999999999995,-0.03600000000000003,-0.3200000000000003,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 04:00:00+00:00,0.8414999999999999,2.63,-0.009000000000000119,-0.018500000000000072,-0.07500000000000018,-0.18000000000000016,-0.036000000000000476,-0.3000000000000007,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
2025-04-25 05:00:00+00:00,0.8405,2.62,-0.008499999999999952,-0.01849999999999996,-0.06999999999999984,-0.17999999999999972,-0.03399999999999981,-0.27999999999999936,falling,spring,2025,0.000655952350436,1.0,0.000655952350436,2.606432050250337,1.0,2.103396350961356,2.866874304810716,1.0,2.103396350961356,True
