accumulation_semantics,horizon_h,max_mm,mean_mm,member_count,min_mm,model,p10_mm,p25_mm,p50_mm,p75_mm,p90_mm,prob_ge_10mm,prob_ge_20mm,prob_ge_30mm,prob_ge_50mm,prob_ge_5mm,run_time_utc,source_file,subarea
cumulative_from_model_start,120,9.319999694824219,3.081428545216719,21,0.07500000298023224,GEPS,0.1875,0.75,1.71999990940094,5.712500095367432,7.419999599456787,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P120_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,144,9.324999809265137,3.318809497391894,21,0.05000000074505806,GEPS,0.30000001192092896,0.887499988079071,1.8125,5.712500095367432,7.419999599456787,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P144_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,144,9.324999809265137,3.318809497391894,21,0.05000000074505806,GEPS,0.30000001192092896,0.887499988079071,1.8125,5.712500095367432,7.419999599456787,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P144_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,144,9.324999809265137,3.318809497391894,21,0.05000000074505806,GEPS,0.30000001192092896,0.887499988079071,1.8125,5.712500095367432,7.419999599456787,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P144_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,168,9.324999809265137,3.705119065762985,21,0.05000000074505806,GEPS,0.5,1.225000023841858,2.75,5.712500095367432,8.5,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P168_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,168,9.324999809265137,3.705119065762985,21,0.05000000074505806,GEPS,0.5,1.225000023841858,2.75,5.712500095367432,8.5,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P168_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,168,9.324999809265137,3.705119065762985,21,0.05000000074505806,GEPS,0.5,1.225000023841858,2.75,5.712500095367432,8.5,0.0,0.0,0.0,0.0,33.33333333333333,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P168_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,192,16.889999389648438,4.969642824537697,21,0.05000000074505806,GEPS,0.5,1.3000000715255737,4.575000286102295,8.387499809265137,9.449999809265137,9.523809523809524,0.0,0.0,0.0,38.095238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P192_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,192,16.889999389648438,4.969642824537697,21,0.05000000074505806,GEPS,0.5,1.3000000715255737,4.575000286102295,8.387499809265137,9.449999809265137,9.523809523809524,0.0,0.0,0.0,38.095238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P192_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
cumulative_from_model_start,192,16.889999389648438,4.969642824537697,21,0.05000000074505806,GEPS,0.5,1.3000000715255737,4.575000286102295,8.387499809265137,9.449999809265137,9.523809523809524,0.0,0.0,0.0,38.095238095238095,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P192_allmbrs.grib2,atim_creek_big_lake_tributary
cumulative_from_model_start,240,68.7249984741211,17.112261902718316,21,0.5,GEPS,1.350000023841858,4.575000286102295,13.875,22.725000381469727,39.04999923706055,57.14285714285714,28.57142857142857,19.047619047619047,4.761904761904762,66.66666666666666,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P240_allmbrs.grib2,basin_to_05EA002
cumulative_from_model_start,240,68.7249984741211,17.112261902718316,21,0.5,GEPS,1.350000023841858,4.575000286102295,13.875,22.725000381469727,39.04999923706055,57.14285714285714,28.57142857142857,19.047619047619047,4.761904761904762,66.66666666666666,2026-08-14T12:00:00+00:00,CMC_geps-raw_APCP_SFC_0_latlon0p5x0p5_2026081412_P240_allmbrs.grib2,lower_incremental_05EA005_to_05EA002
