event_id,rain_start_utc,rain_end_utc,rain_duration_h,analysis_end_utc,truncation_reason,response_censored,pre_stage_m,pre_discharge_m3s,antecedent_24h_mm,antecedent_72h_mm,antecedent_168h_mm,response_onset_utc,lag_to_onset_h,departure_peak_utc,q_departure_peak_m3s,stage_departure_peak_m,estimated_recession_days_lost,recovery_utc,recovery_duration_h,spatial_periods_requested,spatial_periods_available,spatial_coverage_fraction,basin_mean_mm,basin_max_mm,basin_pct_gt_5mm,basin_pct_gt_10mm,basin_pct_gt_20mm,basin_pct_gt_30mm,basin_pct_gt_50mm,lower_mean_mm,lower_max_mm,lower_pct_gt_5mm,lower_pct_gt_10mm,lower_pct_gt_20mm,lower_pct_gt_30mm,lower_pct_gt_50mm,upper_mean_mm,upper_max_mm,upper_pct_gt_5mm,upper_pct_gt_10mm,upper_pct_gt_20mm,upper_pct_gt_30mm,upper_pct_gt_50mm,middle_mean_mm,middle_max_mm,middle_pct_gt_5mm,middle_pct_gt_10mm,middle_pct_gt_20mm,middle_pct_gt_30mm,middle_pct_gt_50mm,atim_mean_mm,atim_max_mm,atim_pct_gt_5mm,atim_pct_gt_10mm,atim_pct_gt_20mm,atim_pct_gt_30mm,atim_pct_gt_50mm,carrot_mean_mm,carrot_max_mm,carrot_pct_gt_5mm,carrot_pct_gt_10mm,carrot_pct_gt_20mm,carrot_pct_gt_30mm,carrot_pct_gt_50mm,local_mean_mm,local_max_mm,local_pct_gt_5mm,local_pct_gt_10mm,local_pct_gt_20mm,local_pct_gt_30mm,local_pct_gt_50mm,basin_mm,lower_ratio,upper_ratio,duration_h,storm_type,isolated_event,response_quality,eligible_for_point_training,eligible_for_recovery_training
21,2025-08-07T00:00:00+00:00,2025-08-09T00:00:00+00:00,48.0,2025-08-10T18:00:00+00:00,next_rain_event,True,0.7,0.077,0.0152309520608034,3.314351120733633,11.976793815478839,2025-08-07T11:00:00+00:00,11.0,2025-08-07T11:00:00+00:00,0.818951742635495,0.26458445944713804,6.22518031275022,,,8,8,1.0,19.001380908818515,32.27500083297491,100.0,100.0,33.33333333333333,2.380952380952381,0.0,15.03306995134335,17.721175321377814,100.0,100.0,0.0,0.0,0.0,24.282102230160188,32.27500083297491,100.0,100.0,75.0,8.333333333333332,0.0,17.817103594751096,25.332475185394287,100.0,100.0,25.0,0.0,0.0,14.953918742248788,17.721175321377814,100.0,100.0,0.0,0.0,0.0,11.657650019973516,11.657650019973516,100.0,100.0,0.0,0.0,0.0,15.771474904892965,17.721175321377814,100.0,100.0,0.0,0.0,0.0,19.001380908818515,0.7911567071615581,1.2779125026061078,48.0,widespread_basin,False,antecedent_rain_overlap,False,False
22,2025-08-10T18:00:00+00:00,2025-08-11T06:00:00+00:00,12.0,2025-08-13T00:00:00+00:00,next_rain_event,True,0.75,0.165,0.0,8.551217867177911,30.086341417236582,2025-08-11T01:00:00+00:00,7.0,2025-08-13T00:00:00+00:00,0.31611819876900116,0.07942630923775718,2.5248729219036847,,,2,2,1.0,5.312041909921737,11.077875971794128,40.476190476190474,7.142857142857142,0.0,0.0,0.0,4.056700193881989,6.446750164031982,10.0,0.0,0.0,0.0,0.0,4.285031427939733,5.363500237464905,25.0,0.0,0.0,0.0,0.0,6.555919057130813,11.077875971794128,65.0,15.0,0.0,0.0,0.0,3.9963127076625824,4.316250145435333,0.0,0.0,0.0,0.0,0.0,6.446750164031982,6.446750164031982,100.0,0.0,0.0,0.0,0.0,3.6270001888275147,3.9558751583099365,0.0,0.0,0.0,0.0,0.0,5.312041909921737,0.7636800052923071,0.8066637087211657,12.0,middle_mainstem_concentrated,False,antecedent_rain_overlap,False,False
23,2025-08-13T00:00:00+00:00,2025-08-14T06:00:00+00:00,30.0,2025-08-15T18:00:00+00:00,next_rain_event,True,0.759,0.185,0.09935952101867371,5.490868096151168,24.58574424492517,2025-08-13T09:00:00+00:00,9.0,2025-08-15T18:00:00+00:00,0.36634409499793585,0.07307029768532314,2.971343069932386,,,5,5,1.0,15.58516874297389,25.0091490149498,100.0,83.33333333333334,19.047619047619047,0.0,0.0,12.16878465525806,16.645449727773666,100.0,80.0,0.0,0.0,0.0,21.974320333451033,25.0091490149498,100.0,100.0,66.66666666666666,0.0,0.0,13.459869832545518,19.86509944498539,100.0,75.0,0.0,0.0,0.0,14.694437183439732,16.645449727773666,100.0,100.0,0.0,0.0,0.0,7.73429985716939,7.73429985716939,100.0,0.0,0.0,0.0,0.0,11.035159592330455,13.757649898529053,100.0,80.0,0.0,0.0,0.0,15.58516874297389,0.7807926148213181,1.4099507484227594,30.0,widespread_basin,False,antecedent_rain_overlap,False,False
24,2025-08-15T18:00:00+00:00,2025-08-17T06:00:00+00:00,36.0,2025-08-18T00:00:00+00:00,next_rain_event,True,0.762,0.191,0.00029583332971441475,15.704345526048982,21.506054094587896,2025-08-16T00:00:00+00:00,6.0,2025-08-17T06:00:00+00:00,0.43422465553148415,0.11912455445871128,3.3305221935668987,,,6,6,1.0,2.3964178161085803,3.9463498555123806,0.0,0.0,0.0,0.0,0.0,2.9157449312042445,3.9463498555123806,0.0,0.0,0.0,0.0,0.0,2.2806957990978844,3.0995999404694885,0.0,0.0,0.0,0.0,0.0,2.2061874687671663,3.033575002104044,0.0,0.0,0.0,0.0,0.0,2.6477562038926408,2.8401999918278307,0.0,0.0,0.0,0.0,0.0,3.135649863630533,3.135649863630533,0.0,0.0,0.0,0.0,0.0,3.0861549265682697,3.9463498555123806,0.0,0.0,0.0,0.0,0.0,2.3964178161085803,1.216709753868786,0.9517104170095803,36.0,mixed_or_weak,False,antecedent_rain_overlap,False,False
25,2025-08-18T00:00:00+00:00,2025-08-18T06:00:00+00:00,6.0,2025-09-01T06:00:00+00:00,analysis_window_limit,True,0.81,0.312,0.6977464059337286,2.4380541242107503,22.129659941304933,2025-08-18T19:00:00+00:00,19.0,2025-09-01T04:00:00+00:00,1.4455841586031852,0.2736363686815807,18.47239196639708,,,1,1,1.0,3.0874570726993538,8.991199493408203,33.33333333333333,0.0,0.0,0.0,0.0,0.8241499811410904,1.7470999956130981,0.0,0.0,0.0,0.0,0.0,1.3712333037207525,3.9119999408721924,0.0,0.0,0.0,0.0,0.0,5.248844879865646,8.991199493408203,70.0,0.0,0.0,0.0,0.0,0.6475249826908112,1.4781999588012695,0.0,0.0,0.0,0.0,0.0,1.7470999956130981,1.7470999956130981,0.0,0.0,0.0,0.0,0.0,0.7808599770069122,1.4781999588012695,0.0,0.0,0.0,0.0,0.0,3.0874570726993538,0.2669348793311444,0.44413032195517704,6.0,upper_lake_chain_concentrated,False,antecedent_rain_overlap,False,False
26,2025-10-11T12:00:00+00:00,2025-10-12T00:00:00+00:00,12.0,2025-10-25T12:00:00+00:00,next_rain_event,True,0.7015,0.0805,0.0043690478972469,0.0390369040514562,0.15054344863996655,2025-10-11T16:00:00+00:00,4.0,2025-10-25T12:00:00+00:00,1.3979095791168548,0.2686382241902921,19.054360381158823,,,2,2,1.0,5.24702604327883,9.857099771499634,40.476190476190474,0.0,0.0,0.0,0.0,3.550329917669296,4.119899868965149,0.0,0.0,0.0,0.0,0.0,6.1609165122111635,8.733799695968628,66.66666666666666,0.0,0.0,0.0,0.0,5.547039824724197,9.857099771499634,45.0,0.0,0.0,0.0,0.0,3.821849912405014,4.119899868965149,0.0,0.0,0.0,0.0,0.0,2.94489985704422,2.94489985704422,0.0,0.0,0.0,0.0,0.0,3.454199934005737,4.119899868965149,0.0,0.0,0.0,0.0,0.0,5.24702604327883,0.6766366106028929,1.1741730384782405,12.0,upper_lake_chain_concentrated,True,censored_lower_bound,False,False
27,2025-10-25T12:00:00+00:00,2025-10-26T18:00:00+00:00,30.0,2025-11-02T00:00:00+00:00,next_rain_event,True,0.691,0.066,0.23438451834677132,0.23864285151856662,0.4465690367131687,2025-10-25T16:00:00+00:00,4.0,2025-11-01T08:00:00+00:00,0.7969035380065639,0.15648421776007526,8.006936131086894,,,5,5,1.0,8.34510212642185,17.208099603652954,80.95238095238095,30.952380952380953,0.0,0.0,0.0,9.36925956606865,14.124799489974976,100.0,40.0,0.0,0.0,0.0,4.240666543521608,5.963299751281738,33.33333333333333,0.0,0.0,0.0,0.0,10.295684756338597,17.208099603652954,100.0,45.0,0.0,0.0,0.0,6.923674672842026,9.02079975605011,100.0,0.0,0.0,0.0,0.0,14.124799489974976,14.124799489974976,100.0,100.0,0.0,0.0,0.0,10.374619495868682,13.487799406051636,100.0,60.0,0.0,0.0,0.0,8.34510212642185,1.1227255729326742,0.5081623303440493,30.0,tributary_localized_carrot_creek,True,censored_lower_bound,False,False
47,2026-02-26T18:00:00+00:00,2026-02-27T00:00:00+00:00,6.0,2026-03-02T12:00:00+00:00,next_rain_event,True,0.744,0.121,0.019995237532947657,1.707094011605174,4.686664169744334,2026-03-01T09:00:00+00:00,63.0,2026-03-02T12:00:00+00:00,16.117004835085798,2.6948767043276733,,,,1,1,1.0,1.6556451945077806,2.5500998497009277,0.0,0.0,0.0,0.0,0.0,1.1192299723625183,1.614549994468689,0.0,0.0,0.0,0.0,0.0,1.8016541202863057,2.1133499145507812,0.0,0.0,0.0,0.0,0.0,1.8362474501132966,2.5500998497009277,0.0,0.0,0.0,0.0,0.0,1.0285374820232391,1.180649995803833,0.0,0.0,0.0,0.0,0.0,1.614549994468689,1.614549994468689,0.0,0.0,0.0,0.0,0.0,1.0927199602127076,1.247399926185608,0.0,0.0,0.0,0.0,0.0,1.6556451945077806,0.6760083477277042,1.0881885359634274,6.0,upper_lake_chain_concentrated,True,censored_lower_bound,False,False
48,2026-03-02T12:00:00+00:00,2026-03-04T18:00:00+00:00,54.0,2026-03-12T12:00:00+00:00,next_rain_event,True,0.75,0.121,0.09599880638831694,1.3342630529978556,5.433810574418333,2026-03-03T00:00:00+00:00,12.0,2026-03-12T12:00:00+00:00,1.2139872914719114,0.32151651558169303,13.742108678251613,,,9,9,1.0,5.023770703313251,8.511524876579642,54.761904761904766,0.0,0.0,0.0,0.0,3.4728048828430476,6.145924802869558,10.0,0.0,0.0,0.0,0.0,4.048051967828845,6.3782497979700565,33.33333333333333,0.0,0.0,0.0,0.0,6.384684854838997,8.511524876579642,90.0,0.0,0.0,0.0,0.0,2.3860561756882817,3.840924844145775,0.0,0.0,0.0,0.0,0.0,6.145924802869558,6.145924802869558,100.0,0.0,0.0,0.0,0.0,3.807579864561558,4.637774907052517,0.0,0.0,0.0,0.0,0.0,5.023770703313251,0.6912745600735084,0.8057796039853281,54.0,middle_mainstem_concentrated,True,censored_lower_bound,False,False
49,2026-03-12T12:00:00+00:00,2026-03-13T00:00:00+00:00,12.0,2026-03-17T00:00:00+00:00,next_rain_event,True,0.758,0.229,0.1834797582747082,0.40881904011448134,0.5658690361999019,2026-03-13T04:00:00+00:00,16.0,2026-03-17T00:00:00+00:00,0.622112273332966,0.09985699980832041,5.36871511320956,,,2,2,1.0,3.0658713564986275,5.677199840545654,2.380952380952381,0.0,0.0,0.0,0.0,3.0270649194717407,4.04449987411499,0.0,0.0,0.0,0.0,0.0,3.914212410648664,5.677199840545654,8.333333333333332,0.0,0.0,0.0,0.0,2.5762699425220488,3.3416998982429504,0.0,0.0,0.0,0.0,0.0,3.523599922657013,4.04449987411499,0.0,0.0,0.0,0.0,0.0,2.3612998723983765,2.3612998723983765,0.0,0.0,0.0,0.0,0.0,2.7629899263381956,3.2443997859954834,0.0,0.0,0.0,0.0,0.0,3.0658713564986275,0.9873424444425465,1.276704713115844,12.0,mixed_or_weak,True,censored_lower_bound,False,False
50,2026-03-17T00:00:00+00:00,2026-03-17T06:00:00+00:00,6.0,2026-03-19T06:00:00+00:00,next_rain_event,True,0.758,0.275,0.13766428196270541,0.7197809375107419,4.262052285049798,2026-03-17T05:00:00+00:00,5.0,2026-03-19T06:00:00+00:00,0.8058088404444005,0.287712230537426,6.221965826805231,,,1,1,1.0,1.5760594783794313,2.401399850845337,0.0,0.0,0.0,0.0,0.0,1.7499699473381043,2.2296998500823975,0.0,0.0,0.0,0.0,0.0,1.0005666340390842,1.5124999284744263,0.0,0.0,0.0,0.0,0.0,1.834399950504303,2.401399850845337,0.0,0.0,0.0,0.0,0.0,1.5339750051498413,1.7242000102996826,0.0,0.0,0.0,0.0,0.0,2.2296998500823975,2.2296998500823975,0.0,0.0,0.0,0.0,0.0,1.8268199205398559,2.0312998294830322,0.0,0.0,0.0,0.0,0.0,1.5760594783794313,1.1103451178996715,0.6348533464409019,6.0,tributary_localized_carrot_creek,True,censored_lower_bound,False,False
51,2026-03-19T06:00:00+00:00,2026-03-21T18:00:00+00:00,60.0,2026-03-24T18:00:00+00:00,next_rain_event,True,0.9365000000000001,0.7745,0.07844999745776411,1.8207642331558627,5.717691525927787,2026-03-19T13:00:00+00:00,7.0,2026-03-24T18:00:00+00:00,1.3605067240596294,0.23875524734668363,10.50219761074033,,,10,10,1.0,18.080863853168143,22.143249291926622,100.0,100.0,19.047619047619047,0.0,0.0,14.775354728428647,17.395899273455143,100.0,100.0,0.0,0.0,0.0,19.613286866738537,22.143249291926622,100.0,100.0,50.0,0.0,0.0,18.81416460739565,20.690899282693863,100.0,100.0,10.0,0.0,0.0,13.475874803349143,15.90544970461633,100.0,100.0,0.0,0.0,0.0,17.395899273455143,17.395899273455143,100.0,100.0,0.0,0.0,0.0,15.29082975948695,16.119049889966846,100.0,100.0,0.0,0.0,0.0,18.080863853168143,0.8171819028347862,1.0847538605464297,60.0,widespread_basin,True,censored_lower_bound,False,False
52,2026-03-24T18:00:00+00:00,2026-03-26T12:00:00+00:00,42.0,2026-04-02T00:00:00+00:00,next_rain_event,True,1.04,1.33,0.41317022654056057,0.7251535522823576,18.90594597380342,2026-03-25T01:00:00+00:00,7.0,2026-04-02T00:00:00+00:00,2.9177759449604945,0.3313434995322886,22.134327192839937,,,7,7,1.0,8.192537881578097,8.628749850206077,100.0,0.0,0.0,0.0,0.0,8.047824789956213,8.436649773269892,100.0,0.0,0.0,0.0,0.0,8.217712263925932,8.628749850206077,100.0,0.0,0.0,0.0,0.0,8.249789797980338,8.446649640798569,100.0,0.0,0.0,0.0,0.0,7.763087268918753,8.268799632787704,100.0,0.0,0.0,0.0,0.0,8.259849850088358,8.259849850088358,100.0,0.0,0.0,0.0,0.0,8.23320979475975,8.436649773269892,100.0,0.0,0.0,0.0,0.0,8.192537881578097,0.9823359874908495,1.0030728429592548,42.0,widespread_basin,True,censored_lower_bound,False,False
53,2026-04-02T00:00:00+00:00,2026-04-03T06:00:00+00:00,30.0,2026-04-07T00:00:00+00:00,next_rain_event,True,1.1604999999999999,2.94,0.0108523808206276,0.8444767664650928,2.347992795525767,2026-04-02T19:00:00+00:00,19.0,2026-04-07T00:00:00+00:00,1.3202221550585875,0.12206678047443886,6.356582645480886,,,5,5,1.0,3.42859397012563,5.230899810791016,2.380952380952381,0.0,0.0,0.0,0.0,2.6313749555498362,3.3616998344659805,0.0,0.0,0.0,0.0,0.0,4.559545708199342,5.230899810791016,8.333333333333332,0.0,0.0,0.0,0.0,3.1486324345692993,4.508999928832054,0.0,0.0,0.0,0.0,0.0,3.016487445682287,3.3616998344659805,0.0,0.0,0.0,0.0,0.0,2.2468999475240707,2.2468999475240707,0.0,0.0,0.0,0.0,0.0,2.4001799650490283,2.7360499799251556,0.0,0.0,0.0,0.0,0.0,3.42859397012563,0.7674793161505262,1.3298587549088736,30.0,upper_lake_chain_concentrated,True,censored_lower_bound,False,False
54,2026-04-07T00:00:00+00:00,2026-04-08T06:00:00+00:00,30.0,2026-04-14T00:00:00+00:00,next_rain_event,True,1.143,3.1,0.13687618726509665,0.1769571384536987,3.912042765510878,2026-04-07T10:00:00+00:00,10.0,2026-04-14T00:00:00+00:00,4.54028575897956,0.40479286370481116,23.211674285402328,,,5,5,1.0,5.771721273380709,7.821049809455872,80.95238095238095,0.0,0.0,0.0,0.0,4.988594850152731,6.331449925899506,50.0,0.0,0.0,0.0,0.0,5.513354006330094,7.494949868589174,75.0,0.0,0.0,0.0,0.0,6.318304845225066,7.821049809455872,100.0,0.0,0.0,0.0,0.0,5.057112312875688,5.449299804866314,75.0,0.0,0.0,0.0,0.0,6.331449925899506,6.331449925899506,100.0,0.0,0.0,0.0,0.0,4.665209864825011,5.39879984408617,20.0,0.0,0.0,0.0,0.0,5.771721273380709,0.8643166594270981,0.955235664576838,30.0,mixed_or_weak,True,censored_lower_bound,False,False
55,2026-04-14T00:00:00+00:00,2026-04-16T06:00:00+00:00,54.0,2026-04-24T12:00:00+00:00,next_rain_event,True,1.357,6.04,0.002597618970044312,0.0887255927809747,6.284133760389522,2026-04-14T05:00:00+00:00,5.0,2026-04-24T12:00:00+00:00,10.868487821805674,0.7990733601433044,43.687247171517356,,,9,9,1.0,17.906660253970628,21.73894963040948,100.0,100.0,30.952380952380953,0.0,0.0,19.943217075994472,20.948374539613724,100.0,100.0,70.0,0.0,0.0,14.871918365339903,16.667324636131525,100.0,100.0,0.0,0.0,0.0,18.709226976137142,21.73894963040948,100.0,100.0,30.0,0.0,0.0,18.917674783311668,20.113474628597032,100.0,100.0,25.0,0.0,0.0,20.74524936702801,20.74524936702801,100.0,100.0,100.0,0.0,0.0,20.603244451934007,20.948374539613724,100.0,100.0,100.0,0.0,0.0,17.906660253970628,1.113731806665191,0.8305244056910165,54.0,widespread_basin,True,censored_lower_bound,False,False
56,2026-04-24T12:00:00+00:00,2026-04-26T18:00:00+00:00,54.0,2026-05-10T18:00:00+00:00,analysis_window_limit,True,1.846,13.6,0.36901189410266266,0.48420593873569906,0.5404952224967663,2026-04-24T19:00:00+00:00,7.0,2026-04-29T15:00:00+00:00,1.50361356894199,0.11354392748510267,2.613390069703184,,,9,9,1.0,3.6840618097090294,5.394899845123291,7.142857142857142,0.0,0.0,0.0,0.0,3.9843499034643175,5.394899845123291,20.0,0.0,0.0,0.0,0.0,2.7604645141400397,3.899049859493971,0.0,0.0,0.0,0.0,0.0,4.088076140172779,5.063999786973,5.0,0.0,0.0,0.0,0.0,3.3850311879068613,3.9153248965740204,0.0,0.0,0.0,0.0,0.0,5.394899845123291,5.394899845123291,100.0,0.0,0.0,0.0,0.0,4.181694887578487,5.095924839377403,20.0,0.0,0.0,0.0,0.0,3.6840618097090294,1.0815100585348227,0.7492991857153622,54.0,tributary_localized_carrot_creek,True,censored_lower_bound,False,False
57,2026-05-14T06:00:00+00:00,2026-05-14T12:00:00+00:00,6.0,2026-05-28T12:00:00+00:00,analysis_window_limit,True,1.2280000000000002,4.345,0.1218113120731209,0.12190535968762722,0.17778035788658203,2026-05-14T10:00:00+00:00,4.0,2026-05-14T20:00:00+00:00,0.3735961267165253,0.042912951166295565,1.2031815609456642,2026-05-15T10:00:00+00:00,14.0,1,1,1.0,2.46057375343073,6.090199947357178,9.523809523809524,0.0,0.0,0.0,0.0,2.7431599378585814,5.052599906921387,10.0,0.0,0.0,0.0,0.0,4.0896832545598345,6.090199947357178,25.0,0.0,0.0,0.0,0.0,1.341814960539341,3.5037999153137207,0.0,0.0,0.0,0.0,0.0,3.8571749925613403,5.052599906921387,25.0,0.0,0.0,0.0,0.0,1.1004999876022339,1.1004999876022339,0.0,0.0,0.0,0.0,0.0,2.180479884147644,3.5247998237609863,0.0,0.0,0.0,0.0,0.0,2.46057375343073,1.1148456468877825,1.6620852144170315,6.0,upper_lake_chain_concentrated,True,censored_lower_bound,False,False
58,2026-05-31T12:00:00+00:00,2026-06-03T00:00:00+00:00,60.0,2026-06-04T18:00:00+00:00,next_rain_event,True,0.806,0.882,0.04167380840295837,0.2689618976215742,0.3247535626190554,2026-05-31T16:00:00+00:00,4.0,2026-06-02T03:00:00+00:00,1.463345809629141,0.25599115675093187,9.292120025467199,,,10,10,1.0,61.432103183830066,76.68684680759907,100.0,100.0,100.0,100.0,85.71428571428571,73.13232310116291,76.68684680759907,100.0,100.0,100.0,100.0,100.0,50.710190461948514,61.40714865922928,100.0,100.0,100.0,100.0,50.0,62.01514085829258,71.51314701139927,100.0,100.0,100.0,100.0,100.0,71.80189825035632,73.26799774169922,100.0,100.0,100.0,100.0,100.0,71.68009789288044,71.68009789288044,100.0,100.0,100.0,100.0,100.0,74.48710802346469,76.68684680759907,100.0,100.0,100.0,100.0,100.0,61.432103183830066,1.1904577462100066,0.8254672692908268,60.0,widespread_basin,True,censored_lower_bound,False,False
59,2026-06-04T18:00:00+00:00,2026-06-06T00:00:00+00:00,30.0,2026-06-07T12:00:00+00:00,next_rain_event,True,0.971,1.66,0.0007476190166059,32.32524141360079,61.70127281955709,2026-06-05T02:00:00+00:00,8.0,2026-06-05T22:00:00+00:00,0.8706277948096262,0.13572548455281275,4.521169906448734,,,5,5,1.0,7.38663374147256,11.47654977440834,83.33333333333334,23.809523809523807,0.0,0.0,0.0,6.884484827925917,10.540949776768684,100.0,10.0,0.0,0.0,0.0,4.501479136447112,6.920824944972992,41.66666666666667,0.0,0.0,0.0,0.0,9.36880096126115,11.47654977440834,100.0,45.0,0.0,0.0,0.0,5.807387303648284,6.467800013720989,100.0,0.0,0.0,0.0,0.0,10.540949776768684,10.540949776768684,100.0,100.0,0.0,0.0,0.0,7.01486985757947,8.584899973124266,100.0,0.0,0.0,0.0,0.0,7.38663374147256,0.9320192483989957,0.6094087366445925,30.0,tributary_localized_carrot_creek,False,antecedent_rain_overlap,False,False
60,2026-06-07T12:00:00+00:00,2026-06-08T18:00:00+00:00,30.0,2026-06-10T06:00:00+00:00,next_rain_event,True,1.031,1.96,0.027521427887092602,7.458905168035665,68.89453275661245,2026-06-07T17:00:00+00:00,5.0,2026-06-08T22:00:00+00:00,0.7163663050012057,0.11389289906360578,3.5344725165620754,,,5,5,1.0,4.165732685058001,11.458350006490946,26.190476190476193,4.761904761904762,0.0,0.0,0.0,3.7128549653338268,5.451199859380722,20.0,0.0,0.0,0.0,0.0,7.3362248982302845,11.458350006490946,75.0,16.666666666666664,0.0,0.0,0.0,2.4898762170167172,4.0339498817920685,0.0,0.0,0.0,0.0,0.0,4.846587413921952,5.451199859380722,50.0,0.0,0.0,0.0,0.0,1.3093999922275543,1.3093999922275543,0.0,0.0,0.0,0.0,0.0,3.286560001084581,4.880024999380112,0.0,0.0,0.0,0.0,0.0,4.165732685058001,0.891284978186768,1.7610887334524539,30.0,upper_lake_chain_concentrated,False,antecedent_rain_overlap,False,False
61,2026-06-10T06:00:00+00:00,2026-06-11T00:00:00+00:00,18.0,2026-06-15T18:00:00+00:00,next_rain_event,True,1.052,2.02,0.2984916632108035,4.489062442921012,11.924934873509866,2026-06-10T12:00:00+00:00,6.0,2026-06-15T18:00:00+00:00,0.8884517214314248,0.12838298739417198,5.167231645078161,,,3,3,1.0,4.788256710838704,5.956575408577919,26.190476190476193,0.0,0.0,0.0,0.0,4.469810178875923,5.479800209403038,20.0,0.0,0.0,0.0,0.0,5.100700214505196,5.956575408577919,50.0,0.0,0.0,0.0,0.0,4.760013874620199,5.905150204896927,15.0,0.0,0.0,0.0,0.0,4.188343904912472,4.529950201511383,0.0,0.0,0.0,0.0,0.0,4.440375193953514,4.440375193953514,0.0,0.0,0.0,0.0,0.0,4.700870195031166,5.479800209403038,40.0,0.0,0.0,0.0,0.0,4.788256710838704,0.9334942649916941,1.0652520369175789,18.0,mixed_or_weak,False,antecedent_rain_overlap,False,False
62,2026-06-15T18:00:00+00:00,2026-06-19T00:00:00+00:00,78.0,2026-06-20T06:00:00+00:00,next_rain_event,True,1.036,1.84,0.0070678569803324,0.0088333330682611,5.368494795676919,2026-06-16T05:00:00+00:00,11.0,2026-06-17T05:00:00+00:00,0.8774831700526184,0.13910323884572506,4.4440485234155425,,,13,13,1.0,14.741169122876489,20.528625668375753,100.0,100.0,4.761904761904762,0.0,0.0,15.683062578039245,20.528625668375753,100.0,100.0,10.0,0.0,0.0,14.3272063776094,15.800525122671388,100.0,100.0,0.0,0.0,0.0,14.518600042455365,20.15865013014991,100.0,100.0,5.0,0.0,0.0,13.733050117269158,14.284350197762251,100.0,100.0,0.0,0.0,0.0,19.180350394337438,19.180350394337438,100.0,100.0,0.0,0.0,0.0,16.543614983395674,20.528625668375753,100.0,100.0,20.0,0.0,0.0,14.741169122876489,1.0638954378252843,0.9719179162916821,78.0,widespread_basin,True,censored_lower_bound,False,False
63,2026-06-20T06:00:00+00:00,2026-06-23T00:00:00+00:00,66.0,2026-06-27T00:00:00+00:00,next_rain_event,True,0.9895,1.55,0.0627452366669395,5.8662137907439105,14.819903644601471,2026-06-20T15:00:00+00:00,9.0,2026-06-27T00:00:00+00:00,10.908965880181947,1.302066185927365,73.83765428571174,,,11,11,1.0,94.70333673450209,112.00994637608528,100.0,100.0,100.0,100.0,100.0,102.07868193089962,111.20129679143429,100.0,100.0,100.0,100.0,100.0,82.73359368679424,99.05724740028381,100.0,100.0,100.0,100.0,100.0,98.19750996492803,112.00994637608528,100.0,100.0,100.0,100.0,100.0,109.23219692893326,111.20129679143429,100.0,100.0,100.0,100.0,100.0,91.6775971353054,91.6775971353054,100.0,100.0,100.0,100.0,100.0,98.43608689159154,105.02529665082693,100.0,100.0,100.0,100.0,100.0,94.70333673450209,1.0778784090477624,0.8736080114973703,66.0,widespread_basin,False,antecedent_rain_overlap,False,False
64,2026-06-27T00:00:00+00:00,2026-06-29T06:00:00+00:00,54.0,2026-06-30T18:00:00+00:00,next_rain_event,True,2.122,11.3,0.044934522810979705,0.044934522810979705,94.95849268229739,2026-06-27T04:00:00+00:00,4.0,2026-06-30T18:00:00+00:00,17.44375564750942,0.7581315043615493,33.15479570812636,,,9,9,1.0,51.86638716161889,66.84969964623451,100.0,100.0,100.0,100.0,54.761904761904766,47.938528950948964,66.84969964623451,100.0,100.0,100.0,100.0,40.0,49.20367014578854,51.631848618388176,100.0,100.0,100.0,100.0,41.66666666666667,55.42794647645205,66.25074814772233,100.0,100.0,100.0,100.0,70.0,42.29876150160271,44.06254877895117,100.0,100.0,100.0,100.0,0.0,66.84969964623451,66.84969964623451,100.0,100.0,100.0,100.0,100.0,48.668108771368864,57.461697585880756,100.0,100.0,100.0,100.0,60.0,51.86638716161889,0.9242696778082793,0.9486619916761668,54.0,widespread_basin,True,censored_lower_bound,False,False
65,2026-06-30T18:00:00+00:00,2026-07-02T06:00:00+00:00,36.0,2026-07-05T12:00:00+00:00,next_rain_event,True,2.722,26.6,0.2670190405693746,14.300416377490842,52.190919296098095,2026-06-30T22:00:00+00:00,4.0,2026-07-05T12:00:00+00:00,5.198018489867696,0.5280006541057931,4.98936347989124,,,6,6,1.0,7.149758146015562,14.873999609379098,61.904761904761905,21.428571428571427,0.0,0.0,0.0,6.062344824650791,12.730099958833307,50.0,20.0,0.0,0.0,0.0,10.297766405186849,14.873999609379098,100.0,50.0,0.0,0.0,0.0,5.804659851195174,12.985199963208288,45.0,5.0,0.0,0.0,0.0,3.9946123397385236,5.002949893474579,25.0,0.0,0.0,0.0,0.0,10.49144983291626,10.49144983291626,100.0,100.0,0.0,0.0,0.0,6.830709810927511,12.730099958833307,60.0,20.0,0.0,0.0,0.0,7.149758146015562,0.8479090762013023,1.4402957687352849,36.0,upper_lake_chain_concentrated,False,antecedent_rain_overlap,False,False
